video_id,publishing_date,view_count,title_on_youtube
V1i2bknbWfc,2008-04-30T15:17:44Z,2355,"MIT 3.60 | Lec 23b: Symmetry, Structure, Tensor Properties of Materials"
GvtsFAxn-H8,2008-04-30T15:23:45Z,2601,"MIT 3.60 | Lec 24a: Symmetry, Structure, Tensor Properties of Materials"
FEsKwINx--I,2008-04-30T15:17:13Z,2167,"MIT 3.60 | Lec 24b: Symmetry, Structure, Tensor Properties of Materials"
eCPASv7NaHk,2008-04-30T15:33:59Z,3540,"MIT 3.60 | Lec 26: Symmetry, Structure, Tensor Properties of Materials"
k2_wuThLG6o,2014-03-06T20:16:02Z,45267,1. Introduction to Theory of City Form
rbTLRBdEcqA,2014-03-06T20:15:54Z,13492,2. Normative Theory I: The City as Supernatural
oBKDFgLoR9o,2014-03-06T20:15:47Z,8900,3. Normative Theory II: The City as Machine
gMmamytjyXI,2014-03-06T20:15:39Z,5733,4. Normative Theory III: The City as Organism
0su7rM_7_DM,2014-03-06T20:15:25Z,3632,5. Descriptive and Functional Theory
ayw-96xs-ag,2014-03-06T20:15:10Z,10377,"6. Dimensions, Patterns, Agreements, Structure, and Syntax"
SEu8X7AfllU,2014-03-06T20:14:56Z,3652,7. The Early Cities of Capitalism
qBrYZb6tdo4,2014-03-06T20:14:43Z,3164,8. Transformations I: London
fyQFGf2z4gQ,2014-03-06T20:14:19Z,2567,9. Transformations II: Paris
wOR8XgKnWZA,2014-03-06T20:12:39Z,3721,10. Transformations III: Vienna and Barcelona
urE_22UEO_8,2014-03-06T20:11:58Z,1684,11. Transformations IV: Chicago
Lac4liQeHEQ,2014-03-06T20:11:50Z,1448,"12. Transformations V: Panopticism, St. Petersburg and Berlin"
lKy6EMP3Yhw,2014-03-06T20:11:26Z,2129,13. Utopianism as Social Reform and Built Form
HHpf1He752s,2014-03-06T20:11:14Z,1638,14. 20th Century Realizations: Russia and Great Britain
yv3PIJF1Uqc,2014-03-06T20:10:51Z,1598,15. City Form and Process
MOcWRURkmS0,2014-03-06T20:10:45Z,3320,16. Spatial & Social Structure I: Theory
1Aj6M4peeGw,2014-03-06T20:10:37Z,1216,17. Spatial & Social Structure II: Bipolarity
H2GNZX0h84I,2014-03-06T20:10:19Z,985,18. Spatial & Social Structure III: Colony & Post-colony
LYudSLnQEkY,2014-03-06T20:10:02Z,8032,19. Form Models I: Modern and Post-modern Urbanism
4DX9GM_kZmc,2014-03-06T20:09:33Z,988,20. Form Models II: Open-endedness and Prophecy
Wf4_tmPw1As,2014-03-06T20:09:25Z,3493,21. Form Models III and IV: Rationality and Memory
q485E0u9Kjk,2014-03-06T20:09:16Z,6758,22. Cases I: Public and Private Domains
1KRy9nUmzfM,2014-03-06T20:09:03Z,992,23. Cases II: Suburbs and Periphery
3V5ORt7shjI,2014-03-06T20:08:31Z,940,24. Cases III: Post-urbanism and Resource Conservation
X1F6a1FWirM,2014-03-06T20:07:24Z,1039,25. Cases IV: Hyper and Mega-urbanism
M4VQypB3o90,2014-03-06T20:07:58Z,1497,26. Conclusion: Towards a Theory of City Form
-c-X8zk0ywo,2009-07-01T20:29:34Z,296600,1. The importance of chemical principles
l-BNoAPe6qo,2009-07-01T20:49:27Z,200799,"2. Discovery of electron and nucleus, need for quantum mechanics"
Ey25vULQ6YM,2009-07-01T20:39:59Z,208233,3. Wave-particle duality of light
iWZDVWdtjMY,2009-07-01T20:55:38Z,211859,"4. Wave-particle duality of matter, Schrödinger equation"
MBz0swcfztQ,2009-07-01T20:50:59Z,102136,5. Hydrogen atom energy levels
Pj2fkkZ6Gto,2009-07-02T14:55:48Z,106069,6. Hydrogen atom wavefunctions (orbitals)
N1FTKBCq8V0,2009-07-01T20:37:29Z,60411,7. p-orbitals
f7RRqxv2pzg,2009-07-01T21:03:03Z,51821,8. Multielectron atoms and electron configurations
LPh2Ut7D4WA,2009-07-01T20:44:05Z,52985,9. Periodic trends
5qTCy2wTL_s,2009-07-02T15:03:40Z,49351,10. Periodic trends continued; Covalent bonds
8b56I8U24xU,2009-07-02T14:40:13Z,87092,11. Lewis structures
Y9QVFYjiOIA,2009-07-01T21:34:46Z,68401,12. Exceptions to Lewis structure rules; Ionic bonds
l6Bf5ktvM_g,2009-07-02T15:14:36Z,63839,13. Polar covalent bonds; VSEPR theory
llaa-iEYDLI,2009-07-01T22:19:03Z,223632,14. Molecular orbital theory
3AVSORIJJJY,2009-07-01T21:58:57Z,135986,15. Valence bond theory and hybridization
SbabED1wRMo,2009-07-01T22:10:41Z,58578,"16. Determining hybridization in complex molecules; Thermochemistry, bond energies/bond enthalpies"
ZjVicrRxFtM,2009-07-01T21:05:46Z,87339,17. Entropy and disorder
7mcSMG0-3FU,2009-07-01T21:17:21Z,31900,18. Free energy and control of spontaneity
eyDAcbzXgb4,2009-07-01T21:05:05Z,60277,19. Chemical equilibrium
MUUl2yd3C9s,2009-07-01T21:29:09Z,28827,20. Le Chatelier's principle and applications to blood-oxygen levels
GOBzZMaiMss,2009-07-01T21:16:20Z,31978,21. Acid-base equilibrium: Is MIT water safe to drink?
pAuRZr0AHhI,2009-07-01T21:22:47Z,25295,22. Chemical and biological buffers
XxvD0Yh9qCM,2009-07-01T22:01:29Z,28891,23. Acid-base titrations
I3g7KRIvQPI,2009-07-01T22:33:57Z,22606,24. Balancing oxidation/reduction equations
iev2WlpKoGc,2009-07-01T22:26:16Z,30504,25. Electrochemical cells
sQx1Y_CArYA,2009-07-01T22:11:04Z,21409,26. Chemical and biological oxidation/reduction reactions
l_oKZG_PqlA,2009-07-02T19:22:07Z,29170,27. Transition metals and the treatment of lead poisoning
pZEjVRqe-N4,2009-07-01T22:18:17Z,215014,28. Crystal field theory
C_Kg0EMPEJ8,2009-07-01T22:29:39Z,36083,29. Metals in biology
TgbFcaozNzs,2009-07-01T22:18:22Z,26901,30. Magnetism and spectrochemical theory
oQ-qDHADAaM,2009-07-01T22:18:33Z,20498,31. Rate laws
PJFW3Vrv-5w,2009-07-02T03:11:27Z,28031,32. Nuclear chemistry and elementary reactions
wnOOQnW5Un4,2009-07-02T03:12:49Z,35255,33. Reaction mechanism
rGAcOfOZToA,2009-07-02T03:17:30Z,14348,34. Temperature and kinetics
pkNwvhEm1GQ,2009-07-02T03:12:10Z,16417,35. Enzyme catalysis
qTrw6f_sbOw,2009-07-02T03:06:21Z,19826,36. Biochemistry
dxR06Mi8ExI,2008-02-14T18:55:16Z,97868,"Lec 1 | MIT 5.112 Principles of Chemical Science, Fall 2005"
CVRmu_aBSho,2008-02-14T18:58:25Z,45843,"Lec 2 | MIT 5.112 Principles of Chemical Science, Fall 2005"
mJAf9OYfLV8,2008-02-14T19:02:10Z,28982,"Lec 3 | MIT 5.112 Principles of Chemical Science, Fall 2005"
m9AJwUCAWGQ,2008-02-14T18:56:30Z,15066,"Lec 4 | MIT 5.112 Principles of Chemical Science, Fall 2005"
HT4sxODPR2Q,2008-02-14T19:15:45Z,12807,"Lec 5 | MIT 5.112 Principles of Chemical Science, Fall 2005"
oLbTUpxhE24,2008-02-14T19:02:35Z,13718,"Lec 6 | MIT 5.112 Principles of Chemical Science, Fall 2005"
UGoGgkHYS10,2008-02-14T19:04:33Z,11857,"Lec 7 | MIT 5.112 Principles of Chemical Science, Fall 2005"
9Cl8mj5VIHA,2008-02-14T18:58:08Z,323796,"Lec 8 | MIT 5.112 Principles of Chemical Science, Fall 2005"
KUVB9S0QX-I,2008-02-14T18:52:54Z,18768,"Lec 9 | MIT 5.112 Principles of Chemical Science, Fall 2005"
lawooSesSfM,2008-02-14T18:53:58Z,6703,"Lec 10 | MIT 5.112 Principles of Chemical Science, Fall 2005"
QyishgPCBfg,2008-02-14T18:53:25Z,7023,"Lec 11 | MIT 5.112 Principles of Chemical Science, Fall 2005"
MRJUxK-hhYw,2008-02-14T19:04:10Z,7652,"Lec 12 | MIT 5.112 Principles of Chemical Science, Fall 2005"
UqQRXRtvM9o,2008-02-14T18:58:04Z,10687,"Lec 13 | MIT 5.112 Principles of Chemical Science, Fall 2005"
dAgwg_8RyEU,2008-02-14T18:54:58Z,6229,"Lec 14 | MIT 5.112 Principles of Chemical Science, Fall 2005"
OpmQh1ChWdE,2008-02-14T18:55:16Z,10861,"Lec 15 | MIT 5.112 Principles of Chemical Science, Fall 2005"
sNdTPKvsYXg,2008-02-14T19:01:56Z,8506,"Lec 16 | MIT 5.112 Principles of Chemical Science, Fall 2005"
M8QoJojEklw,2008-02-14T19:02:18Z,5768,"Lec 17 | MIT 5.112 Principles of Chemical Science, Fall 2005"
qm_hVsoM4OY,2008-02-14T19:01:54Z,7516,"Lec 18 | MIT 5.112 Principles of Chemical Science, Fall 2005"
tbWuyysnj9U,2008-02-14T19:05:02Z,8186,"Lec 19 | MIT 5.112 Principles of Chemical Science, Fall 2005"
-uEwMV9DHZo,2008-02-14T19:01:31Z,7095,"Lec 20 | MIT 5.112 Principles of Chemical Science, Fall 2005"
4xRS6bdFsVM,2008-02-14T18:54:56Z,6095,"Lec 21 | MIT 5.112 Principles of Chemical Science, Fall 2005"
ZRxwArdDnac,2008-02-14T18:59:23Z,7742,"Lec 22 | MIT 5.112 Principles of Chemical Science, Fall 2005"
LRFbAo-RIIU,2008-02-14T19:01:30Z,6374,"Lec 23 | MIT 5.112 Principles of Chemical Science, Fall 2005"
_YpkKYmQBwY,2008-02-14T19:16:47Z,6079,"Lec 24 | MIT 5.112 Principles of Chemical Science, Fall 2005"
r8-cr6wrOgE,2008-02-14T18:51:55Z,7881,"Lec 25 | MIT 5.112 Principles of Chemical Science, Fall 2005"
JrL2jlkoRUY,2008-02-14T19:01:40Z,14060,"Lec 26 | MIT 5.112 Principles of Chemical Science, Fall 2005"
UesUBkX9HIQ,2008-02-14T19:01:51Z,8743,"Lec 27 | MIT 5.112 Principles of Chemical Science, Fall 2005"
u95Cxl2IeNc,2008-02-14T18:58:28Z,6836,"Lec 28 | MIT 5.112 Principles of Chemical Science, Fall 2005"
NVTHQwQ9IqA,2008-02-14T19:06:16Z,10564,"Lec 29 | MIT 5.112 Principles of Chemical Science, Fall 2005"
hjFnG8m6mCc,2008-02-14T19:01:03Z,6622,"Lec 30 | MIT 5.112 Principles of Chemical Science, Fall 2005"
gb60YssaSmI,2008-02-14T18:57:38Z,7785,"Lec 31 | MIT 5.112 Principles of Chemical Science, Fall 2005"
hG8KdheMUeo,2008-02-14T19:21:35Z,8895,"Lec 32 | MIT 5.112 Principles of Chemical Science, Fall 2005"
yi6a_COcfxw,2008-02-14T18:55:36Z,10194,"Lec 33 | MIT 5.112 Principles of Chemical Science, Fall 2005"
qK6DgAM-q7U,2008-02-14T19:24:34Z,8080,"Lec 34 | MIT 5.112 Principles of Chemical Science, Fall 2005"
CgzHOo9NaOY,2008-02-14T18:52:55Z,6653,"Lec 36 | MIT 5.112 Principles of Chemical Science, Fall 2005"
l1hMkDTg2lg,2021-05-18T16:15:02Z,33574,1. Introductory Lecture to 5.310
EuVpZmQ5v6A,2021-05-18T16:14:43Z,12850,2. The Ferrocene Lecture
J23egLCM2tc,2021-05-18T16:13:22Z,11682,3. Writing Up the Lab Report
sV_yiHbMUF8,2021-05-18T16:13:21Z,6887,4. What's Significant in Laboratory Measurement? Error Analysis Lecture
OQq7qH74T5E,2021-05-18T16:13:21Z,2230,"5. Ellen Swallow Richards, Part 1"
-l9SfGuZJYE,2021-05-18T16:13:21Z,1195,"6. Ellen Swallow Richards, Part 2"
JIw9mnVeFig,2021-05-18T16:13:22Z,2221,"7. Ellen Swallow Richards, Part 3"
LNCLrmAvSlU,2021-05-18T16:13:21Z,12486,8. Essential Oils Lecture Part 1
sukzgrxfSx8,2021-05-18T16:13:21Z,4552,9. Essential Oils Lecture Part 2
oc7sODbVGuA,2021-05-18T16:13:23Z,4073,10. Fischer Esterification Part 1
TgrNa_Guigs,2021-05-18T16:13:21Z,4307,11. Catalase Part 1
yiSZecIWBIc,2021-05-18T16:13:21Z,1403,12. Catalase Acid Part 2
dgRLgf4oO2s,2021-05-18T16:13:21Z,2358,14. Mass Spectroscopy Esterification Lecture Part 2
Ea2YTXJrhkM,2021-05-18T16:13:21Z,3097,15. NMR Spectroscopy Esterification Lecture Part 3
kLqduWF6GXE,2008-12-12T16:19:29Z,1448760,"Lec 1 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008"
TDqx8Zv1rRo,2008-12-12T23:04:52Z,468122,"Lec 2 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008"
RrVq7Yduz2g,2008-12-13T00:08:41Z,281437,"Lec 3 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008"
g14939TMTCE,2008-12-12T23:52:09Z,237841,"Lec 4 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008"
rWLeg-W4EF0,2008-12-13T00:24:19Z,149828,"Lec 5 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008"
8Xpn2jorigU,2008-12-12T23:37:27Z,119065,"Lec 6 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008"
6uLKZSoHnrc,2008-12-12T23:20:03Z,89096,"Lec 7 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008"
e124JF_DHCQ,2008-12-12T23:58:18Z,98189,"Lec 8 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008"
DqEmrt_xQTg,2008-12-12T23:58:33Z,99284,"Lec 9 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008"
QrzHB9_kHPE,2008-12-12T23:35:05Z,82566,"Lec 10 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008"
r4fGG_7NQr8,2008-12-12T23:04:56Z,68131,"Lec 11 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008"
jsoD3oZAAXI,2008-12-12T22:44:35Z,58279,"Lec 12 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008"
srjNMMtPATo,2008-12-12T22:49:48Z,68653,"Lec 13 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008"
gLo958Kdeoo,2008-12-12T22:52:29Z,66594,"Lec 14 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008"
Cc2l1QTTZA4,2008-12-12T23:21:56Z,57374,"Lec 15 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008"
DOq2YChGmlg,2008-12-12T23:23:30Z,43437,"Lec 16 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008"
_PmJoExiSPo,2008-12-12T21:54:25Z,39926,"Lec 17 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008"
6kBqi9vVC6s,2008-12-12T22:55:00Z,62339,"Lec 18 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008"
Bd7PVX7rohQ,2008-12-12T22:46:56Z,50021,"Lec 19 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008"
2QdI6_gEyx4,2008-12-15T23:50:32Z,46919,"Lec 20 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008"
RUz-DJz3--I,2008-12-15T23:38:50Z,38151,"Lec 21 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008"
eXUFm8lA5yE,2008-12-15T23:31:40Z,34743,"Lec 22 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008"
wCSl5eeMSDY,2008-12-15T23:46:19Z,37098,"Lec 23 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008"
u6s_jy0n6vI,2008-12-15T23:57:05Z,41899,"Lec 24 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008"
xgUCzL3TD1g,2008-12-15T23:36:06Z,35133,"Lec 25 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008"
RT_v0PhXP5E,2008-12-16T00:13:02Z,27144,"Lec 26 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008"
HYh3aq_NG8Q,2008-12-16T00:41:44Z,28260,"Lec 27 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008"
BTNsoSNR5B0,2008-12-15T23:49:43Z,31537,"Lec 28 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008"
6LYuK8qI0_s,2008-12-16T00:45:04Z,23696,"Lec 29 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008"
DZ138JSpoxQ,2008-12-16T00:07:27Z,32691,"Lec 30 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008"
Q7mrSQkSB9U,2008-12-16T00:15:51Z,29860,"Lec 31 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008"
lLdUm6AU0aw,2008-12-16T00:35:10Z,26776,"Lec 32 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008"
qYqI9IWyv-c,2008-12-16T01:56:33Z,25554,"Lec 33 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008"
oKwGNgCTd-Q,2008-12-16T00:17:53Z,23831,"Lec 34 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008"
dkHcgAzsvAk,2008-12-16T00:51:17Z,28512,"Lec 35 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008"
U2BNmEnry6E,2008-12-16T00:02:37Z,34707,"Lec 36 | MIT 5.60 Thermodynamics & Kinetics, Spring 2008"
XxRjzphItU0,2019-01-09T16:18:05Z,109218,"1. Quantum Mechanics—Historical Background, Photoelectric Effect, Compton Scattering"
_TEMQhpsGFg,2019-01-09T16:23:05Z,23797,2. Wave Nature of the Electron and the Internal Structure of an Atom
geKBtyDcZZY,2019-01-09T16:23:06Z,16747,3. Two-Slit Experiment; Quantum Weirdness
SSVdDcC2LrQ,2019-01-09T16:23:05Z,13466,4. Classical Wave Equation and Separation of Variables
S-_PFdnImLM,2019-01-09T16:23:06Z,19892,5. Quantum Mechanics: Free Particle and Particle in 1D Box
4bfrkd8_zPo,2019-01-09T16:23:05Z,5542,6. 3-D Box and QM Separation of Variables
YmP1BADSAnc,2019-01-09T16:23:06Z,7589,7. Classical Mechanical Harmonic Oscillator
N4vMgwWT-80,2019-01-09T16:23:59Z,7578,8. Quantum Mechanical Harmonic Oscillator
3RGYj06NSTI,2019-01-09T16:23:59Z,8839,9. The Harmonic Oscillator: Creation and Annihilation Operators
9WthWtTxdj0,2019-01-09T16:23:05Z,11274,10. The Time-Dependent Schrödinger Equation
IZ405_YLKJQ,2019-01-09T16:23:05Z,2795,11. Wavepacket Dynamics for Harmonic Oscillator and PIB
dHXZ2bFV6EE,2019-01-09T16:23:05Z,1801,12. Catch Up and Review & Postulates
zwz9M1XNn-c,2019-01-09T16:23:05Z,5751,13. From Hij Integrals to H Matrices I
zwH9MjZl3v4,2019-01-09T16:23:05Z,3772,14. From Hij Integrals to H Matrices II
yBCdnNIAiQg,2019-01-09T16:23:05Z,3663,15. Non-Degenerate Perturbation Theory I
YKfoSx16mXk,2019-01-09T16:23:05Z,1711,"16. Non-Degenerate Perturbation Theory II: HO using a,a†"
lfH99vfhiI4,2019-01-09T16:23:06Z,7265,17. Rigid Rotor I; Orbital Angular Momentum
6wbWEDAg3B0,2019-01-09T16:23:05Z,2173,18. Rigid Rotor II. Derivation by Commutation Rules
_iSqhxWjkq8,2019-01-09T16:23:05Z,9526,19. Spectroscopy: Probing Molecules with Light
8kM9quINTHI,2019-01-09T16:23:58Z,11402,20. Hydrogen Atom I
zq0KO8Gmrm0,2019-01-09T16:23:05Z,3766,21. Hydrogen Atom II; Rydberg States
DpNZ70Uam0M,2019-01-09T16:23:05Z,11197,22. Helium Atom
JzW4RYICOdA,2019-01-09T16:23:05Z,6527,23. Many-Electron Atoms
IoED49Ha8-o,2019-01-09T16:23:05Z,5889,24. Molecular Orbital Theory I; Variational Principle and Matrix Mechanics
mPSDaN4AJl8,2019-01-09T16:23:06Z,3317,"25. Molecular Orbital Theory II; H2+, A2, AB Diatomics"
sZlTriaYRM0,2019-01-09T16:23:06Z,5337,26. Qualitative MO Theory: Hückel
Z0ALwCckM24,2019-01-09T16:23:05Z,1282,27. Non-Degenerate Perturbation Theory III
BOryXuUMjI0,2019-01-09T16:24:00Z,17901,28. Modern Electronic Structure Theory: Basis Sets
6dJnvu3-LeU,2019-01-09T16:23:06Z,7621,29. Modern Electronic Structure Theory: Electronic Correlation
zR6vXHHQZZA,2019-01-09T16:23:05Z,7143,"30. Time-Dependent Perturbation Theory I: H is Time-Independent, Zewail Wavepacket."
MAbnZhFX3nk,2019-01-09T16:23:06Z,2753,31. Time-Dependent Perturbation Theory II: H is Time-Dependent: Two-Level Problem
QkMB_0jOvVA,2019-01-09T16:23:06Z,2490,32. Intermolecular Interactions by Non-Degenerate Perturbation Theory
gkRRlmes_jE,2019-01-09T16:23:05Z,7414,33. Electronic Spectroscopy: Franck-Condon
6ROuKtm5zds,2019-05-13T20:06:28Z,7955,34. Electronic Spectroscopy and Photochemistry
RGskPrZopRE,2019-01-09T16:23:05Z,2427,"35. Delta-Functions, Eigen-Functions of X, Discrete Variable Representation"
BEs4K6LSGzo,2019-01-09T16:23:59Z,12884,"36. Time Dependence of Two-Level Systems: Density Matrix, Rotating Wave Approximation"
Uic47mwXNuQ,2010-09-27T20:51:45Z,15755,"Lec 13 | MIT 5.74 Introductory Quantum Mechanics II, Spring 2009"
NzHt2WqrS88,2010-09-27T18:23:10Z,6379,"Lec 14 | MIT 5.74 Introductory Quantum Mechanics II, Spring 2009"
eBkhAL-0l50,2010-09-27T18:40:32Z,5575,"Lec 15 | MIT 5.74 Introductory Quantum Mechanics II, Spring 2009"
hQbxesMB_N0,2010-09-27T22:08:05Z,2723,"Lec 16 | MIT 5.74 Introductory Quantum Mechanics II, Spring 2009"
WxqdIRbQp0c,2010-08-12T20:37:23Z,9330,"MIT 5.80, Spring 2008 Faculty Introduction"
Z-Ow4zRoI30,2009-09-09T05:23:05Z,26772,"Lec 1 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008"
LYH8iiuvApI,2009-09-09T05:24:14Z,5497,"Lec 2 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008"
zsxqmbdUXuo,2009-09-09T05:07:37Z,3723,"Lec 3 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008"
yl8bygSTGTE,2009-09-09T04:58:17Z,2657,"Lec 4 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008"
DaLRx48fnt4,2009-09-09T04:50:32Z,2177,"Lec 5 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008"
a4krZtUkzMM,2009-09-09T04:49:34Z,2148,"Lec 6 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008"
RnOQjczFcBY,2009-09-09T04:48:23Z,1516,"Lec 7 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008"
GbuXLQ08n4A,2009-09-09T04:57:43Z,2570,"Lec 8 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008"
pGpyDJwAI8A,2009-09-09T04:57:34Z,1494,"Lec 9 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008"
C-72lxj3b-g,2009-09-09T04:49:52Z,1253,"Lec 10 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008"
C1mHR4mkjd8,2009-09-09T04:39:02Z,1498,"Lec 11 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008"
gJkHjo5lxGU,2009-09-09T04:51:25Z,2067,"Lec 12 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008"
W1FtRnLslSA,2009-09-09T04:50:34Z,1252,"Lec 13 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008"
IjFKbYqt0ik,2009-09-09T19:01:37Z,4057,"Lec 14 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008"
3p-AfjvEDqs,2009-09-09T04:41:07Z,1124,"Lec 15 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008"
pXHeut3qV2Y,2009-09-09T04:51:46Z,1182,"Lec 16 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008"
b4x3cdUY2VU,2009-09-09T15:34:35Z,1267,"Lec 17 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008"
QnE_fuUCrg0,2009-09-09T16:10:25Z,1097,"Lec 18 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008"
_ax_ViGCxLI,2009-09-09T15:26:08Z,1198,"Lec 19 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008"
qOAs4HVCR48,2009-09-09T15:31:28Z,1592,"Lec 20 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008"
aNe5O7dxYOc,2009-09-09T15:39:15Z,994,"Lec 21 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008"
O1OZqHaRZNg,2009-09-09T15:41:05Z,1125,"Lec 22 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008"
ic9ei_hEeJs,2009-09-09T15:45:06Z,949,"Lec 23 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008"
xnn2r4KuJeY,2009-09-09T16:16:38Z,1247,"Lec 24 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008"
h2hAmn7cUxE,2009-09-09T15:40:47Z,1147,"Lec 25 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008"
sXHck0ZjWmw,2010-11-17T18:41:58Z,649,"Lec 26 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008"
LXa9j8ZN5gU,2010-11-17T18:53:35Z,592,"Lec 27 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008"
xvUz7P-DjhI,2010-11-17T18:43:05Z,501,"Lec 28 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008"
P2hxNOFiBb4,2010-11-17T18:47:41Z,1008,"Lec 29 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008"
uz7GkOzULm8,2010-11-17T18:50:28Z,875,"Lec 30 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008"
LQRPRIsCQkI,2010-11-17T18:55:36Z,1020,"Lec 31 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008"
AVqr7VXpTFk,2010-11-17T18:38:39Z,1186,"Lec 33 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008"
aFh1ZyxcHbQ,2010-11-17T18:47:05Z,738,"Lec 34 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008"
e2CGPcPNldA,2010-11-17T18:38:32Z,534,"Lec 35 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008"
AUBkR1-8fLY,2010-11-17T18:56:37Z,1019,"Lec 36 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008"
fzU7FpMSD30,2010-11-17T18:39:49Z,1170,"Lec 37 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008"
PjpLw1iqr4E,2010-11-17T18:45:03Z,1614,"Lec 38 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008"
nykOeWgQcHM,2019-07-31T15:15:20Z,1386048,1. What is Computation?
0jljZRnHwOI,2017-02-15T14:25:50Z,467433,2. Branching and Iteration
SE4P7IVCunE,2017-02-15T14:25:51Z,312936,"3. String Manipulation, Guess and Check, Approximations, Bisection"
MjbuarJ7SE0,2017-02-15T14:25:50Z,194469,"4. Decomposition, Abstraction, and Functions"
RvRKT-jXvko,2017-02-15T14:25:55Z,192810,"5. Tuples, Lists, Aliasing, Mutability, and Cloning"
WPSeyjX1-4s,2017-02-15T14:26:26Z,329986,6. Recursion and Dictionaries
9H6muyZjms0,2017-02-15T14:25:48Z,155394,"7. Testing, Debugging, Exceptions, and Assertions"
-DP1i2ZU9gk,2017-02-15T14:25:51Z,533949,8. Object Oriented Programming
