video_titles,video_ids,video_number
"['LECTURE 1: INTRODUCTION SAMPLING THEOREM', 'LECTURE 2: PERFORMANCE OF SMALL SIGNAL CONSTELLATIONS', 'LECTURE 3: HARD-DECISION AND SOFT-DECISION DECODING', 'LECTURE 4: HARD-DECISION AND SOFT-DECISION DECODING', 'LECTURE 5: INTRODUCTION TO BINARY BLOCK CODES', 'LECTURE 6: INTRODUCTION TO BINARY BLOCK CODES', 'LECTURE 7: INTRODUCTION TO FINITE FIELDS', 'LECTURE 8: INTRODUCTION TO FINITE FIELDS', 'LECTURE 9: INTRODUCTION TO FINITE FIELDS', 'LECTURE 10: REED-SOLOMON CODES', 'LECTURE 11: REED-SOLOMON CODES', 'LECTURE 12: REED-SOLOMON CODES', 'LECTURE 13: INTRODUCTION TO CONVOLUTIONAL CODES', 'LECTURE 14: INTRODUCTION TO CONVOLUTIONAL CODES', 'LECTURE 15: TRELLIS REPRESENTATIONS OF BINARY LINEAR BLOCK CODES', 'LECTURE 16: TRELLIS REPRESENTATIONS OF BINARY LINEAR BLOCK CODES', 'LECTURE 17: CODES ON GRAPHS', 'LECTURE 18: CODES ON GRAPHS', 'LECTURE 19: THE SUM-PRODUCT ALGORITHM', 'LECTURE 20: TURBO, LDPC, AND RA CODES', 'LECTURE 21: TURBO, LDPC, AND RA CODES', 'LECTURE 22: LATTICE AND TRELLIS CODES', 'LECTURE 23: LATTICE AND TRELLIS CODES', 'LECTURE 24: LINEAR GAUSSIAN CHANNELS', 'LECTURE 25: LINEAR GAUSSIAN CHANNELS']","['8HvTaOrTokc', 'MVpmgHSBSc0', 'zWZCMrKIikw', 'vXB3QmTg8YQ', 'YPAbQU7NUZQ', 'q4LsDylKZcI', 'd_Mg_JnnevU', 'SV08nmxzdAU', '47yJ7g6DzkA', 'Nnj9lHePqKM', 'mnkTn0Y6GsU', 'OJafRrE21WE', '2ludHpG_Q60', 'HwGd1CPfIYk', '3eqYo1LCGdw', 'YegKLHb9TOU', 'DyRLOmVRQDw', 'GQVlVhGKfHc', 'dy44BdqxRAo', 'SqfNSRi7_bc', '4HtXKIbiOvI', 'DNoNTre2Cf4', 'eyqoHN4-4jg', 'CxgU2Gtg5ro', 'KalMFMv3_IM']","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
"['LECTURE 1: INTRODUCTION', 'LECTURE 2: THE SIMPLE PENDULUM', 'LECTURE 3: OPTIMAL CONTROL OF THE DOUBLE INTEGRATOR', 'LECTURE 4: OPTIMAL CONTROL OF THE DOUBLE INTEGRATOR (CONT.)', 'LECTURE 5: NUMERICAL OPTIMAL CONTROL (DYNAMIC PROGRAMMING)', 'LECTURE 6: ACROBOT AND CART-POLE', 'LECTURE 7: SWING-UP CONTROL OF ACROBOT AND CART-POLE SYSTEMS', 'LECTURE 8: DYNAMIC PROGRAMMING (DP) AND POLICY SEARCH', 'LECTURE 9: TRAJECTORY OPTIMIZATION', 'LECTURE 10: TRAJECTORY STABILIZATION AND ITERATIVE LINEAR QUADRATIC REGULATOR', 'LECTURE 11: WALKING', 'LECTURE 12: WALKING (CONT.)', 'LECTURE 13: RUNNING', 'LECTURE 14: FEASIBLE MOTION PLANNING', 'LECTURE 15: GLOBAL POLICIES FROM LOCAL POLICIES', 'LECTURE 16: INTRODUCING STOCHASTIC OPTIMAL CONTROL', 'LECTURE 17: STOCHASTIC GRADIENT DESCENT', 'LECTURE 18: STOCHASTIC GRADIENT DESCENT 2', 'LECTURE 19: TEMPORAL DIFFERENCE LEARNING', 'LECTURE 20: TEMPORAL DIFFERENCE LEARNING WITH FUNCTION APPROXIMATION', 'LECTURE 21: POLICY IMPROVEMENT', 'LECTURE 22: ACTOR-CRITIC METHODS', 'LECTURE 23: CASE STUDIES IN COMPUTATIONAL UNDERACTUATED CONTROL']","['Z8oMbOj9IWM', '-RRYZ-b9NpI', 'oWr1_LybOZI', '89GQHKOeUcU', '4kB94UDwJ0M', 'QI09XKVW_8E', '9qnpQ1hVlqw', 'Gho0bmTsnA4', 'g-VehRFsDcI', 'xwgIkdBQku4', '-fCLJ1pGht4', 'E-sOMfDVe8o', 'CUygqWS7occ', 'ufM3HLTZ47k', '7nnFGxqRwNE', 'KNRMz9YPCOY', '6v3Ln2ACtqI', 'EqAYRo4wXxY', 'qtmmwILxVR4', 'ja56bJ8ogUw', '7LLUz7A1--Q', 'Bhbk4bWV1Uc', '7la43dvoLh0']","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]"
[],[],[]
[],[],[]
"['SESSION 1: PERSISTENT DATA STRUCTURES', 'SESSION 2: RETROACTIVE DATA STRUCTURES', 'SESSION 3: GEOMETRIC STRUCTURES I', 'SESSION 4: GEOMETRIC STRUCTURES II', 'SESSION 5: DYNAMIC OPTIMALITY I', 'SESSION 6: DYNAMIC OPTIMALITY II', 'SESSION 7: MEMORY HIERARCHY MODELS', 'SESSION 8: CACHE-OBLIVIOUS STRUCTURES I', 'SESSION 9: CACHE-OBLIVIOUS STRUCTURES II', 'SESSION 10: DICTIONARIES', 'SESSION 11: INTEGER MODELS', 'SESSION 12: FUSION TREES', 'SESSION 13: INTEGER LOWER BOUNDS', 'SESSION 14: SORTING IN LINEAR TIME', 'SESSION 15: STATIC TREES', 'SESSION 16: STRINGS', 'SESSION 17: SUCCINCT STRUCTURES I', 'SESSION 18: SUCCINCT STRUCTURES II', 'SESSION 19: DYNAMIC GRAPHS I', 'SESSION 20: DYNAMIC GRAPHS II', 'SESSION 21: DYNAMIC CONNECTIVITY LOWER BOUND', 'SESSION 22: HISTORY OF MEMORY MODELS']","['T0yzrZL1py0', 'WqCWghETNDc', 'NMxLL3D5qd8', 'FzS0n_Z8lrk', 'DZ7jt1F8KKw', 'NoOYvZvH_FU', 'V3omVLzI0WE', 'bY8f4DSkQ6M', 'Fs4-E4Nj1Ks', 'Mf9Nn9PbGsE', 'u-HHY1ylhHY', 'xSGorVW8j6Q', 'RecEYrnvGPM', 'pOKy3RZbSws', '0rCFkuQS968', 'NinWEPPrkDQ', '3Y2weLDiUWw', 'ABX-Hvn8ymE', 'XZLN6NxEQWo', 'L7ywsci9ujo', 'Yarwp7TNTL4', '3e1ZF1L1VhY']","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
"['LECTURE 1: INTRODUCTION, THREAT MODELS', 'LECTURE 2: CONTROL HIJACKING ATTACKS', 'LECTURE 3: BUFFER OVERFLOW EXPLOITS AND DEFENSES', 'LECTURE 4: PRIVILEGE SEPARATION', 'LECTURE 6: CAPABILITIES', 'LECTURE 7: SANDBOXING NATIVE CODE', 'LECTURE 8: WEB SECURITY MODEL', 'LECTURE 9: SECURING WEB APPLICATIONS', 'LECTURE 10: SYMBOLIC EXECUTION', 'LECTURE 11: UR/WEB', 'LECTURE 12: NETWORK SECURITY', 'LECTURE 13: NETWORK PROTOCOLS', 'LECTURE 14: SSL AND HTTPS', 'LECTURE 15: MEDICAL SOFTWARE', 'LECTURE 16: SIDE-CHANNEL ATTACKS', 'LECTURE 17: USER AUTHENTICATION', 'LECTURE 18: PRIVATE BROWSING', 'LECTURE 19: ANONYMOUS COMMUNICATION', 'LECTURE 20: MOBILE PHONE SECURITY', 'LECTURE 21: DATA TRACKING', 'LECTURE 22: GUEST LECTURE BY MIT IS&T', 'LECTURE 23: SECURITY ECONOMICS']","['GqmQg-cszw4', 'r4KjHEgg9Wg', 'xSQxaie_h1o', 'dNl22h1kW1k', 'TQhmua7Z2cY', 'I0Psvvky-44', 'eRJ_r8WF1Y0', 'WlmKwIe9z1Q', 'yRVZPvHYHzw', 'XMEFdofERLI', 'BZTWXl9QNK8', 'QOtA76ga_fY', 'q1OF_0ICt9A', 'bA3xCpYLA34', '3v5Von-oNUg', 'MT7X17ZRo1U', 'YTWXAFJf8bw', 'OgGTJIgNewE', 'uT7BXusDgDM', 'WG5UbMrUiLU', '2PO8h1pVW50', '8PdnOZI7H5E']","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
"['LECTURE 1: INTRODUCTION', 'LECTURE 2: FALLING IN LOVE', 'LECTURE 3: COGNITIVE ARCHITECTURES', 'LECTURE 4: QUESTION AND ANSWER SESSION 1', 'LECTURE 5: FROM PANIC TO SUFFERING', 'LECTURE 6: LAYERS OF MENTAL ACTIVITIES', 'LECTURE 7: LAYERED KNOWLEDGE REPRESENTATIONS', 'LECTURE 8: QUESTION AND ANSWER SESSION 2', 'LECTURE 9: COMMON SENSE', 'LECTURE 10: QUESTION AND ANSWER SESSION 3', 'LECTURE 11: MIND VS. BRAIN: CONFESSIONS OF A DEFECTOR', 'LECTURE 12: QUESTION AND ANSWER SESSION 4', 'LECTURE 13: CLOSING THOUGHTS']","['-pb3z2w9gDg', 'roHd4nnTGFc', '2KbvJ3iapbc', 'LuJFPVY1Nzo', 'AO7F0n2Dclc', 'qJZ_1a-t_sA', 'oG6FyY2r9G0', 'ATkGXyfuJqs', 'o6suzoRLZD4', 'EXXZQjo3twk', '6Px0livk6m8', 'LmE_mdugLWE', 'TOLwmtn8Miw']","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]"
"['LECTURE 1: OVERVIEW', 'LECTURE 2: 3-PARTITION I', 'LECTURE 3: 3-PARTITION II', 'LECTURE 4: SAT I', 'LECTURE 5: SAT REDUCTIONS', 'LECTURE 6: CIRCUIT SAT', 'LECTURE 7: PLANAR SAT', 'LECTURE 8: HAMILTONICITY', 'LECTURE 9: GRAPH PROBLEMS', 'LECTURE 10: INAPPROXIMABILILTY OVERVIEW', 'LECTURE 11: INAPPROXIMABILITY EXAMPLES', 'LECTURE 12: GAPS AND PCP', 'LECTURE 13: W HIERARCHY', 'LECTURE 14: ETH AND PLANAR FPT', 'LECTURE 15: #P AND ASP', 'LECTURE 16: NP AND PSPACE VIDEO GAMES', 'LECTURE 17: NONDETERMINISTIC CONSTRAINT LOGIC', 'LECTURE 18: 0- AND 2-PLAYER GAMES', 'LECTURE 19: UNBOUNDED GAMES', 'LECTURE 20: UNDECIDABLE AND P-COMPLETE', 'LECTURE 21: 3SUM AND APSP HARDNESS', 'LECTURE 22: PPAD', 'LECTURE 23: PPAD REDUCTIONS']","['7d73E1DiH0w', 'ZaSMm2xvatw', 'TZSBHuy8yhQ', 'x-Ik9YAFAPo', 'e10dswn-grA', 'ziViLYrf1Ak', 'KU8I8LjnQgE', 'PFfv1JnQB8Q', 'KvBk_u8NNp4', 'snugEmWtEm4', '28WhZvnvsAg', 'R-0_0OQ2f4Y', 'P3YoIxiz6to', 'ctxnYDAIDO4', 'XROTP1RiNaA', 'ogbjia9gp34', 'ccD0yAk1wL0', 'aDmFyu0Yt7s', '42TnAE67iaE', 'LHBc2mE71yc', 'X05j49pc6DE', 'TUbfCY_8Dzs', 'Ih0cPR745fM']","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]"
"['LECTURE 1: INTRODUCTION', 'LECTURE 2: LEXISNEXIS AND 1976 COPYRIGHT ACT', 'LECTURE 3: COPYRIGHT APPLIED TO MUSIC', 'LECTURE 4: SOFTWARE LICENSING']","['zqtx0gA5K2s', 'g9UwqdMHjnM', 'X1npDVcp9wU', 'BkaJCbyyLEA']","[1, 2, 3, 4]"
[],[],[]
[],[],[]
"['LECTURE 1: WHAT MAKES HEALTHCARE UNIQUE?', 'LECTURE 2: OVERVIEW OF CLINICAL CARE', 'LECTURE 3: DEEP DIVE INTO CLINICAL DATA', 'LECTURE 4: RISK STRATIFICATION, PART 1', 'LECTURE 5: RISK STRATIFICATION, PART 2', 'LECTURE 6: PHYSIOLOGICAL TIME-SERIES', 'LECTURE 7: NATURAL LANGUAGE PROCESSING (NLP), PART 1', 'LECTURE 8: NATURAL LANGUAGE PROCESSING (NLP), PART 2', 'LECTURE 9: TRANSLATING TECHNOLOGY INTO THE CLINIC', 'LECTURE 10: APPLICATION OF MACHINE LEARNING TO CARDIAC IMAGING', 'LECTURE 11: DIFFERENTIAL DIAGNOSIS', 'LECTURE 12: MACHINE LEARNING FOR PATHOLOGY', 'LECTURE 13: MACHINE LEARNING FOR MAMMOGRAPHY', 'LECTURE 14: CAUSAL INFERENCE, PART 1', 'LECTURE 15: CAUSAL INFERENCE, PART 2', 'LECTURE 16: REINFORCEMENT LEARNING, PART 1', 'LECTURE 17: REINFORCEMENT LEARNING, PART 2', 'LECTURE 18: DISEASE PROGRESSION MODELING AND SUBTYPING, PART 1', 'LECTURE 19: DISEASE PROGRESSION MODELING AND SUBTYPING, PART 2', 'LECTURE 20: PRECISION MEDICINE', 'LECTURE 21: AUTOMATING CLINICAL WORK FLOWS', 'LECTURE 22: REGULATION OF MACHINE LEARNING / ARTIFICIAL INTELLIGENCE IN THE US', 'LECTURE 23: FAIRNESS', 'LECTURE 24: ROBUSTNESS TO DATASET SHIFT', 'LECTURE 25: INTERPRETABILITY']","['vof7x8r_ZUA', 'DS97JV_o0Fs', '0UFwGJe6ubg', '_shuV1tJbTU', 'wqI_z1yumzY', 'lLhfDSOwWtU', 'IiD3YZkkCmE', 'lkO2ocJBsmI', 'ZQu2B3GyI_k', 'MoEaRpLNo9A', 'VuKOW8d4KHw', 'PKCMH5KOcxQ', '2ZXYM1h9pgY', 'gRkUhg9Wb-I', 'g5v-NvNoJQQ', 'YZ5pOgY5hEE', 'zdotUAxiPGM', 'yYWyLZrdRRI', 'aJqgO8e37_g', 'kZrb6ZIwJqg', 'Td01vFP3uJo', 'k95abdkdCPk', 'zYgkr0KfWM0', 'MdUnh4PaGKw', 'wDLzLN1tArA']","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
[],[],[]
"['LECTURE 1: INTRODUCTION', 'LECTURE 2: BIOCHEMISTRY 1', 'LECTURE 4: BIOCHEMISTRY 3', 'LECTURE 5: BIOCHEMISTRY 4', 'LECTURE 6: GENETICS 1', 'LECTURE 7: GENETICS 2', 'LECTURE 8: GENETICS 3', 'LECTURE 9: HUMAN GENETICS', 'LECTURE 10: MOLECULAR BIOLOGY 1', 'LECTURE 11: MOLECULAR BIOLOGY 2', 'LECTURE 12: MOLECULAR BIOLOGY 3', 'LECTURE 13: GENE REGULATION', 'LECTURE 14: PROTEIN LOCALIZATION', 'LECTURE 15: RECOMBINANT DNA 1', 'LECTURE 16: RECOMBINANT DNA 2', 'LECTURE 17: RECOMBINANT DNA 3', 'LECTURE 18: RECOMBINANT DNA 4', 'LECTURE 19: CELL CYCLE/SIGNALING', 'LECTURE 20: CANCER', 'LECTURE 21: VIROLOGY/TUMOR VIRUSES', 'LECTURE 22: IMMUNOLOGY 1', 'LECTURE 23: IMMUNOLOGY 2', 'LECTURE 24: AIDS', 'LECTURE 25: GENOMICS', 'LECTURE 26: NERVOUS SYSTEM 1', 'LECTURE 27: NERVOUS SYSTEM 2', 'LECTURE 28: NERVOUS SYSTEM 3', 'LECTURE 29: STEM CELLS/CLONING 1', 'LECTURE 30: STEM CELLS/CLONING 2', 'LECTURE 31: MOLECULAR MEDICINE 1', 'LECTURE 32: MOLECULAR EVOLUTION', 'LECTURE 33: MOLECULAR MEDICINE 2', 'LECTURE 34: HUMAN POLYMORPHISMS AND CANCER CLASSIFICATION', 'LECTURE 35: HUMAN POLYMORPHISMS AND CANCER CLASSIFICATION']","['_m4Gvu90Ydw', '_CovlKXmuWo', 't5Y89b-3Zvc', 'V3XHn35BLfo', '9iaoypSrIT0', '9WwJr2yrv2I', 'UT6h56ii9s4', 'PVv4ST8NZaA', 'odtKI7tEi5c', 'QOdq7d34f7U', 'ARjSihLe1K8', '00LNy0Q_i6c', 'blBcCjIY7Sg', '_TdJBLu6hPc', 'qObvbkcU838', 'Rqs_zVh5sr8', 'T5d5PvPjUlU', 'dENgjMVCHaA', 'zrBZjcsQ_BQ', 'R6AtInDjsrM', 'xN-sQdVaDr4', 'os0qdddXrMs', 'bO0WsF4anko', '5WhcMXP5yEU', 'BAldLXDPWZM', 'rxiAQe0t-ZU', 'rWG1hLvoP-U', 'N2jFzZA1e14', 'pTh8f0mWu1k', 'VTWmccDMlDw', 'ztgHcRV1zI0', 'E2sRItjdLGI', 'Eqom7VcaEKI', 'xGeBSiXoSoA']","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34]"
[],[],[]
"['1: INTRODUCTION', '2: BIOCHEMISTRY I', '3: BIOCHEMISTRY II', '4: BIOCHEMISTRY III', '5: BIOCHEMISTRY IV', '6: BIOCHEMISTRY V', '7: BIOCHEMISTRY VI', '8: BIOCHEMISTRY VI (CONT.) - DNA AS GENETIC MATERIAL', '9: MOLECULAR BIOLOGY I', '10: MOLECULAR BIOLOGY II - PROCESS OF SCIENCE', '11: MOLECULAR BIOLOGY III', '12: MOLECULAR BIOLOGY IV', '13: MOLECULAR BIOLOGY IV (CONT.) - GENE REGULATION I', '14: GENE REGULATION II', '15: BACTERIAL GENETICS', '16: THE BIOSPHERE', '17: CARBON AND ENERGY METABOLISM', '18: PRODUCTIVITY AND FOOD WEBS', '19: REGULATION OF PRODUCTIVITY', '20: LIMITING FACTORS AND BIOGEOCHEMICAL CYCLES', '21: MENDELIAN GENETICS', '22: MITOSIS AND MEIOSIS', '23: DIPLOID GENETICS', '24: RECOMBINANT DNA I', '25: RECOMBINANT DNA II', '26: RECOMBINANT DNA III', '27: RECOMBINANT DNA III (CONT.) - IMMUNOLOGY I', '28: IMMUNOLOGY II', '29: POPULATION GROWTH I', '30: POPULATION GROWTH II', '31: POPULATION GENETICS AND EVOLUTION', '32: MOLECULAR EVOLUTION', '33: COMMUNITIES I', '34: COMMUNITIES II']","['lm8ywGl9AIQ', 'RJf9jRf-Ekw', '3zJI3dYB7gc', '6BPDK1b3jDg', '7aNYj3zyVkc', 'SGHx6jKvxr8', 'R3DI6W9iKtU', '7ZlzvS7YoSM', 'mJhgkUWLtX8', 'Ncszdp4YQDY', 'Uf7qNWklQkE', '40Sum5KfG1Q', 'BhS5s1T1as8', 'vES9nISxtjk', 'uQRTFmC5_GA', 'gaHQ_1Sp5_s', '5WqgNOSoD_M', 'hWdAt9SzP0I', '4owydSnRHuE', 'zIXGgyOwtUk', 'eiDX9dw866E', 'g6VEnimixRk', 'fQKMD2iFe5w', 'l5x9qAVUK7s', 'EO9SMD6fIsI', '5W4EnYzNRdA', 'kAN_eTW_ig0', 'Y8eEMYqkwz0', 'Yr-cZg9eqp4', 'rKquepVheyM', 'LBR4pEC7kwU', 'ONYokXoy04Q', 'GAArnLLlFtQ', '5_QWoGFUPaI']","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34]"
"['LECTURE 1: WELCOME; INTRODUCTION AND COURSE ORGANIZATION', 'LECTURE 2: CHEMICAL BONDING AND MOLECULAR INTERACTIONS; LIPIDS AND MEMBRANES', 'LECTURE 3: STRUCTURES OF AMINO ACIDS, PEPTIDES AND PROTEINS', 'LECTURE 4: ENZYMES AND METABOLISM', 'LECTURE 5: CARBOHYDRATES AND GLYCOPROTEINS', 'LECTURE 6: NUCLEIC ACIDS', 'LECTURE 7: REPLICATION', 'LECTURE 8: TRANSCRIPTION', 'LECTURE 9: CHROMATIN REMODELING AND SPLICING', 'LECTURE 10: TRANSLATION', 'LECTURE 11:CELLS, THE SIMPLEST FUNCTIONAL UNITS', 'LECTURE 12: GENETICS 1—CELL DIVISION AND SEGREGATING GENETIC MATERIAL', 'LECTURE 13: GENETICS 2—RULES OF INHERITANCE', 'LECTURE 14: GENETICS 3—LINKAGE, CROSSING OVER', 'LECTURE 15: GENETICS 4—THE POWER OF MODEL ORGANISMS IN BIOLOGICAL DISCOVERY', 'LECTURE 16: RECOMBINANT DNA, CLONING, & EDITING', 'LECTURE 17: GENOMES AND DNA SEQUENCING', 'LECTURE 18: SNPS AND HUMAN GENETICS', 'LECTURE 19: CELL TRAFFICKING AND PROTEIN LOCALIZATION', 'LECTURE 20: CELL SIGNALING 1—OVERVIEW', 'LECTURE 21: CELL SIGNALING 2—EXAMPLES', 'LECTURE 22: NEURONS, ACTION POTENTIAL, AND OPTOGENETICS', 'LECTURE 23: CELL CYCLE AND CHECKPOINTS', 'LECTURE 24: STEM CELLS, APOPTOSIS, AND TISSUE HOMEOSTASIS', 'LECTURE 25: CANCER 1', 'LECTURE 26: CANCER 2', 'LECTURE 27: VISUALIZING LIFE—DYES AND STAINS', 'LECTURE 28: VISUALIZING LIFE—FLUORESCENT PROTEINS', 'LECTURE 29: CELL IMAGING TECHNIQUES', 'LECTURE 30: IMMUNOLOGY 1—DIVERSITY, SPECIFICITY, AND B CELLS', 'LECTURE 31: IMMUNOLOGY 2—MEMORY, T CELLS, AND AUTOIMMUNITY', 'LECTURE 32: INFECTIOUS DISEASE, VIRUSES, AND BACTERIA', 'LECTURE 33: BACTERIA AND ANTIBIOTIC RESISTANCE', 'LECTURE 34: VIRUSES AND ANTI-VIRAL RESISTANCE', 'LECTURE 35: REPRODUCTIVE CLONING AND EMBRYONIC STEM CELLS']","['KlVHqq38KJU', 'aKTOS0Nrlug', 'oOya3cFmAMc', 'QTdJiG7mV40', 'CALYA11terw', 's1MoBTEcVYY', '8jLy33vbtYM', 'apP5SWitnyw', 'Chv8dlBVXpw', '7xJPSuSVmSk', 'SA8dRTq3qUA', 'rZjwF5z-Xfw', 'qtGHKiAROig', 'jeNPvqRXI9I', '68KXOYTc1mk', 'kVu37T6sB_E', 'JuwErrBz3b4', '83-yKXuRDGc', 'Qfw0C0Ac-Tk', '5ejPI6QqKBU', 'mvjXFh4P08I', '7afYLl70cO0', 'iz7rWK5cqjE', 'EJ6Sjn1c04Y', 'L4tEwAsVW0I', '6rOvXGoXoJc', 'nvxvcbaoayM', 'hDppkpYcBdg', 'LhbtCTwtdDU', 'FpXIGTFD8Qs', 'SqGmQ6CFYHw', '7gLcuMtM_HY', 'E8BihX2hGss', 'Ao-r2nsib_Y', '_fWt9yHslDo']","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]"
[],[],[]
"['LECTURE 12: CARBOHYDRATES/INTRODUCTION TO MEMBRANES', 'LECTURE 19: INTRODUCTION TO METABOLISM/POLYSACCHARIDES/BIOENERGETICS/INTRO PATHWAYS', 'LECTURE 20: BIOENERGETICS/INTRO PATHWAYS/GLYCOLYSIS I', 'LECTURE 21: GLYCOLYSIS II/REGULATION', 'LECTURE 22: GLUCOGENESIS/CARBOHYDRATE STORAGE/TCA CYCLE I', 'LECTURE 23: TCA CYCLE II', 'LECTURE 24: LIPIDS AND FATTY ACID OXIDATION', 'LECTURE 25: OXIDATIVE PHOSPHORYLATION', 'LECTURE 26: OXIDATIVE PHOSPHORYLATION/PHOTOSYNTHESIS I', 'LECTURE 27: PHOTOSYNTHESIS II/CO2 ASSIMILATION', 'LECTURE 28: PENTOSE PHOSPHATE PATHWAY', 'LECTURE 29: LIPID SYNTHESIS', 'LECTURE 30: NITROGEN/AMINO ACID METABOLISM I', 'LECTURE 31: AMINO ACID METABOLISM II', 'LECTURE 32: NUCLEOTIDE METABOLISM']","['KLb5CmPM7YY', 'm8-I1iey_4U', 'xxydY73V9bQ', 'Z2ScgFh81Dc', 'i6GlN02PDr8', '3fSY92mJwQY', 't0eXy4RKEys', '2Q1GUhhc9is', '33w-baH49rA', 'o1pSk-sgFCA', 'PwrmTuwSX0Y', 'NTPCKnYLacw', '7Z1CfKUOQVs', '7uCfPTwwYIc', 'Ed0Wg-5YYCk']","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]"
"['LECTURE 1: INTRODUCTION TO COMPUTATIONAL AND SYSTEMS BIOLOGY', 'LECTURE 2: LOCAL ALIGNMENT (BLAST) AND STATISTICS', 'LECTURE 3: GLOBAL ALIGNMENT OF PROTEIN SEQUENCES (NW, SW, PAM, BLOSUM)', 'LECTURE 4: COMPARATIVE GENOMIC ANALYSIS OF GENE REGULATION', 'LECTURE 5: LIBRARY COMPLEXITY AND SHORT READ ALIGNMENT (MAPPING)', 'LECTURE 6: GENOME ASSEMBLY', 'LETURE 7: CHIP-SEQ ANALYSIS; DNA-PROTEIN INTERACTIONS', 'LECTURE 8: RNA-SEQUENCE ANALYSIS: EXPRESSION, ISOFORMS', 'LECTURE 9: MODELING AND DISCOVERY OF SEQUENCE MOTIFS', 'LECTURE 10: MARKOV AND HIDDEN MARKOV MODELS OF GENOMIC AND PROTEIN FEATURES', 'LECTURE 11: RNA SECONDARY STRUCTURE – BIOLOGICAL FUNCTIONS AND PREDICTION', 'LETURE 12: INTRODUCTION TO PROTEIN STRUCTURE; STRUCTURE COMPARISON AND CLASSIFICATION', 'LECTURE 13: PREDICTING PROTEIN STRUCTURE', 'LECTURE 14: PREDICTING PROTEIN INTERACTIONS', 'LECTURE 15: GENE REGULATORY NETWORKS', 'LECTURE 16: PROTEIN INTERACTION NETWORKS', 'LECTURE 17: LOGIC MODELING OF CELL SIGNALING NETWORKS', 'LECTURE 18: ANALYSIS OF CHROMATIN STRUCTURE', 'LECTURE 19: DISCOVERING QUANTITATIVE TRAIT LOCI (QTLS)', 'LECTURE 20: HUMAN GENETICS, SNPS, AND GENOME WIDE ASSOCIATE STUDIES', 'LECTURE 21: SYNTHETIC BIOLOGY: FROM PARTS TO MODULES TO THERAPEUTIC SYSTEMS', 'LECTURE 22: CAUSALITY, NATURAL COMPUTING, AND ENGINEERING GENOMES']","['lJzybEXmIj0', '6Udqou3vmng', 'PdyARRNwi7I', '14m9MW-qMhg', 'P3ORBMon8aw', 'ZYW2AeDE6wU', 'Ob9xGBPvr_s', 'MniYgsZSp30', '1EMonM7qAU8', 'd5NMrA2HkG4', 'kUN6rJ21Hno', '6ROBp57G2ZI', 'j1s9JfZKFqU', 'C95294_vvQY', 'So6MK_FcP4E', 'RBPcKbEvK3U', 'i59JDQ9hk10', 'iKLvCuFD1MA', 'kx_Hks_-SZM', 'KYQ2dPW5nEU', 'kKyrR0cFrEg', 'uD4-fOWeXAY']","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
[],[],[]
[],[],[]
[],[],[]
[],[],[]
