video_titles,video_number,course_id,video_id,publishing_date,view_count,title_on_youtube,last_updated
LECTURE 13: FROM HIJ INTEGRALS TO H MATRICES I,13.0,32,zwz9M1XNn-c,2019-01-09T16:23:05Z,5751,13. From Hij Integrals to H Matrices I,2023-06-02 16:39:52.363448
LECTURE 14: FROM HIJ INTEGRALS TO H MATRICES II,14.0,32,zwH9MjZl3v4,2019-01-09T16:23:05Z,3772,14. From Hij Integrals to H Matrices II,2023-06-02 16:39:52.363448
LECTURE 15: NON-DEGENERATE PERTURBATION THEORY I,15.0,32,yBCdnNIAiQg,2019-01-09T16:23:05Z,3663,15. Non-Degenerate Perturbation Theory I,2023-06-02 16:39:52.363448
"LECTURE 16: NON-DEGENERATE PERTURBATION THEORY II: HO USING A,A†",16.0,32,YKfoSx16mXk,2019-01-09T16:23:05Z,1711,"16. Non-Degenerate Perturbation Theory II: HO using a,a†",2023-06-02 16:39:52.363448
LECTURE 17: RIGID ROTOR I. ORBITAL ANGULAR MOMENTUM,17.0,32,lfH99vfhiI4,2019-01-09T16:23:06Z,7265,17. Rigid Rotor I; Orbital Angular Momentum,2023-06-02 16:39:52.363448
LECTURE 18: RIGID ROTOR II. DERIVATION BY COMMUTATION RULES,18.0,32,6wbWEDAg3B0,2019-01-09T16:23:05Z,2173,18. Rigid Rotor II. Derivation by Commutation Rules,2023-06-02 16:39:52.363448
LECTURE 19: SPECTROSCOPY: PROBING MOLECULES WITH LIGHT,19.0,32,_iSqhxWjkq8,2019-01-09T16:23:05Z,9526,19. Spectroscopy: Probing Molecules with Light,2023-06-02 16:39:52.363448
LECTURE 20: HYDROGEN ATOM I,20.0,32,8kM9quINTHI,2019-01-09T16:23:58Z,11402,20. Hydrogen Atom I,2023-06-02 16:39:52.363448
LECTURE 21: HYDROGEN ATOM II. RYDBERG STATES,21.0,32,zq0KO8Gmrm0,2019-01-09T16:23:05Z,3766,21. Hydrogen Atom II; Rydberg States,2023-06-02 16:39:52.363448
LECTURE 22: HELIUM ATOM,22.0,32,DpNZ70Uam0M,2019-01-09T16:23:05Z,11197,22. Helium Atom,2023-06-02 16:39:52.363448
LECTURE 23: MANY-ELECTRON ATOMS,23.0,32,JzW4RYICOdA,2019-01-09T16:23:05Z,6527,23. Many-Electron Atoms,2023-06-02 16:39:52.363448
LECTURE 24: MOLECULAR ORBITAL THEORY I. VARIATIONAL PRINCIPLE AND MATRIX MECHANICS,24.0,32,IoED49Ha8-o,2019-01-09T16:23:05Z,5889,24. Molecular Orbital Theory I; Variational Principle and Matrix Mechanics,2023-06-02 16:39:52.363448
"LECTURE 25: MOLECULAR ORBITAL THEORY II. H2+, A2, AB DIATOMICS",25.0,32,mPSDaN4AJl8,2019-01-09T16:23:06Z,3317,"25. Molecular Orbital Theory II; H2+, A2, AB Diatomics",2023-06-02 16:39:52.363448
LECTURE 26: QUALITATIVE MO THEORY: HÜCKEL,26.0,32,sZlTriaYRM0,2019-01-09T16:23:06Z,5337,26. Qualitative MO Theory: Hückel,2023-06-02 16:39:52.363448
LECTURE 27: NON-DEGENERATE PERTURBATION THEORY III,27.0,32,Z0ALwCckM24,2019-01-09T16:23:05Z,1282,27. Non-Degenerate Perturbation Theory III,2023-06-02 16:39:52.363448
LECTURE 28: MODERN ELECTRONIC STRUCTURE THEORY: BASIS SETS,28.0,32,BOryXuUMjI0,2019-01-09T16:24:00Z,17901,28. Modern Electronic Structure Theory: Basis Sets,2023-06-02 16:39:52.363448
LECTURE 29: MODERN ELECTRONIC STRUCTURE THEORY: ELECTRONIC CORRELATION,29.0,32,6dJnvu3-LeU,2019-01-09T16:23:06Z,7621,29. Modern Electronic Structure Theory: Electronic Correlation,2023-06-02 16:39:52.363448
"LECTURE 30: TIME-DEPENDENT PERTURBATION THEORY I. H IS TIME-INDEPENDENT, ZEWAIL WAVEPACKET",30.0,32,zR6vXHHQZZA,2019-01-09T16:23:05Z,7143,"30. Time-Dependent Perturbation Theory I: H is Time-Independent, Zewail Wavepacket.",2023-06-02 16:39:52.363448
LECTURE 31: TIME-DEPENDENT PERTURBATION THEORY II. H IS TIME-DEPENDENT: TWO-LEVEL PROBLEM,31.0,32,MAbnZhFX3nk,2019-01-09T16:23:06Z,2753,31. Time-Dependent Perturbation Theory II: H is Time-Dependent: Two-Level Problem,2023-06-02 16:39:52.363448
LECTURE 32: INTERMOLECULAR INTERACTIONS BY NON-DEGENERATE PERTURBATION THEORY,32.0,32,QkMB_0jOvVA,2019-01-09T16:23:06Z,2490,32. Intermolecular Interactions by Non-Degenerate Perturbation Theory,2023-06-02 16:39:52.363448
LECTURE 33: ELECTRONIC SPECTROSCOPY: FRANCK-CONDON,33.0,32,gkRRlmes_jE,2019-01-09T16:23:05Z,7414,33. Electronic Spectroscopy: Franck-Condon,2023-06-02 16:39:52.363448
LECTURE 34: ELECTRONIC SPECTROSCOPY AND PHOTOCHEMISTRY,34.0,32,6ROuKtm5zds,2019-05-13T20:06:28Z,7955,34. Electronic Spectroscopy and Photochemistry,2023-06-02 16:39:52.363448
"LECTURE 35: Δ-FUNCTIONS, EIGENFUNCTIONS OF X, DISCRETE VARIABLE REPRESENTATION",35.0,32,RGskPrZopRE,2019-01-09T16:23:05Z,2427,"35. Delta-Functions, Eigen-Functions of X, Discrete Variable Representation",2023-06-02 16:39:52.363448
"LECTURE 36: TIME DEPENDENCE OF TWO-LEVEL SYSTEMS: DENSITY MATRIX, ROTATING WAVE APPROXIMATION",36.0,32,BEs4K6LSGzo,2019-01-09T16:23:59Z,12884,"36. Time Dependence of Two-Level Systems: Density Matrix, Rotating Wave Approximation",2023-06-02 16:39:52.363448
LECTURE 13: NONLINEAR POLARIZATION,1.0,33,Uic47mwXNuQ,2010-09-27T20:51:45Z,15755,"Lec 13 | MIT 5.74 Introductory Quantum Mechanics II, Spring 2009",2023-06-02 16:39:52.363448
LECTURE 14: DIAGRAMMATIC PERTURBATION THEORY,2.0,33,NzHt2WqrS88,2010-09-27T18:23:10Z,6379,"Lec 14 | MIT 5.74 Introductory Quantum Mechanics II, Spring 2009",2023-06-02 16:39:52.363448
LECTURE 15: THIRD ORDER SPECTROSCOPY,3.0,33,eBkhAL-0l50,2010-09-27T18:40:32Z,5575,"Lec 15 | MIT 5.74 Introductory Quantum Mechanics II, Spring 2009",2023-06-02 16:39:52.363448
LECTURE 16: CHARACTERIZING FLUCTUATIONS,4.0,33,hQbxesMB_N0,2010-09-27T22:08:05Z,2723,"Lec 16 | MIT 5.74 Introductory Quantum Mechanics II, Spring 2009",2023-06-02 16:39:52.363448
COURSE INTRODUCTION,1.0,35,WxqdIRbQp0c,2010-08-12T20:37:23Z,9330,"MIT 5.80, Spring 2008 Faculty Introduction",2023-06-02 16:39:52.363448
LECTURE 1,2.0,35,Z-Ow4zRoI30,2009-09-09T05:23:05Z,26772,"Lec 1 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008",2023-06-02 16:39:52.363448
LECTURE 2,3.0,35,LYH8iiuvApI,2009-09-09T05:24:14Z,5497,"Lec 2 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008",2023-06-02 16:39:52.363448
LECTURE 3,4.0,35,zsxqmbdUXuo,2009-09-09T05:07:37Z,3723,"Lec 3 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008",2023-06-02 16:39:52.363448
LECTURE 4,5.0,35,yl8bygSTGTE,2009-09-09T04:58:17Z,2657,"Lec 4 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008",2023-06-02 16:39:52.363448
LECTURE 5,6.0,35,DaLRx48fnt4,2009-09-09T04:50:32Z,2177,"Lec 5 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008",2023-06-02 16:39:52.363448
LECTURE 6,7.0,35,a4krZtUkzMM,2009-09-09T04:49:34Z,2148,"Lec 6 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008",2023-06-02 16:39:52.363448
LECTURE 7,8.0,35,RnOQjczFcBY,2009-09-09T04:48:23Z,1516,"Lec 7 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008",2023-06-02 16:39:52.363448
LECTURE 8,9.0,35,GbuXLQ08n4A,2009-09-09T04:57:43Z,2570,"Lec 8 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008",2023-06-02 16:39:52.363448
LECTURE 9,10.0,35,pGpyDJwAI8A,2009-09-09T04:57:34Z,1494,"Lec 9 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008",2023-06-02 16:39:52.363448
LECTURE 10,11.0,35,C-72lxj3b-g,2009-09-09T04:49:52Z,1253,"Lec 10 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008",2023-06-02 16:39:52.363448
LECTURE 11,12.0,35,C1mHR4mkjd8,2009-09-09T04:39:02Z,1498,"Lec 11 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008",2023-06-02 16:39:52.363448
LECTURE 12,13.0,35,gJkHjo5lxGU,2009-09-09T04:51:25Z,2067,"Lec 12 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008",2023-06-02 16:39:52.363448
LECTURE 13,14.0,35,W1FtRnLslSA,2009-09-09T04:50:34Z,1252,"Lec 13 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008",2023-06-02 16:39:52.363448
LECTURE 14,15.0,35,IjFKbYqt0ik,2009-09-09T19:01:37Z,4057,"Lec 14 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008",2023-06-02 16:39:52.363448
LECTURE 15,16.0,35,3p-AfjvEDqs,2009-09-09T04:41:07Z,1124,"Lec 15 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008",2023-06-02 16:39:52.363448
LECTURE 16,17.0,35,pXHeut3qV2Y,2009-09-09T04:51:46Z,1182,"Lec 16 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008",2023-06-02 16:39:52.363448
LECTURE 17,18.0,35,b4x3cdUY2VU,2009-09-09T15:34:35Z,1267,"Lec 17 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008",2023-06-02 16:39:52.363448
LECTURE 18,19.0,35,QnE_fuUCrg0,2009-09-09T16:10:25Z,1097,"Lec 18 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008",2023-06-02 16:39:52.363448
LECTURE 19,20.0,35,_ax_ViGCxLI,2009-09-09T15:26:08Z,1198,"Lec 19 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008",2023-06-02 16:39:52.363448
LECTURE 20,21.0,35,qOAs4HVCR48,2009-09-09T15:31:28Z,1592,"Lec 20 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008",2023-06-02 16:39:52.363448
LECTURE 21,22.0,35,aNe5O7dxYOc,2009-09-09T15:39:15Z,994,"Lec 21 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008",2023-06-02 16:39:52.363448
LECTURE 22,23.0,35,O1OZqHaRZNg,2009-09-09T15:41:05Z,1125,"Lec 22 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008",2023-06-02 16:39:52.363448
LECTURE 23,24.0,35,ic9ei_hEeJs,2009-09-09T15:45:06Z,949,"Lec 23 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008",2023-06-02 16:39:52.363448
LECTURE 24,25.0,35,xnn2r4KuJeY,2009-09-09T16:16:38Z,1247,"Lec 24 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008",2023-06-02 16:39:52.363448
LECTURE 25,26.0,35,h2hAmn7cUxE,2009-09-09T15:40:47Z,1147,"Lec 25 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008",2023-06-02 16:39:52.363448
LECTURE 26,27.0,35,sXHck0ZjWmw,2010-11-17T18:41:58Z,649,"Lec 26 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008",2023-06-02 16:39:52.363448
LECTURE 27,28.0,35,LXa9j8ZN5gU,2010-11-17T18:53:35Z,592,"Lec 27 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008",2023-06-02 16:39:52.363448
LECTURE 28,29.0,35,xvUz7P-DjhI,2010-11-17T18:43:05Z,501,"Lec 28 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008",2023-06-02 16:39:52.363448
LECTURE 29,30.0,35,P2hxNOFiBb4,2010-11-17T18:47:41Z,1008,"Lec 29 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008",2023-06-02 16:39:52.363448
LECTURE 30,31.0,35,uz7GkOzULm8,2010-11-17T18:50:28Z,875,"Lec 30 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008",2023-06-02 16:39:52.363448
LECTURE 31,32.0,35,LQRPRIsCQkI,2010-11-17T18:55:36Z,1020,"Lec 31 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008",2023-06-02 16:39:52.363448
LECTURE 33,33.0,35,AVqr7VXpTFk,2010-11-17T18:38:39Z,1186,"Lec 33 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008",2023-06-02 16:39:52.363448
LECTURE 34,34.0,35,aFh1ZyxcHbQ,2010-11-17T18:47:05Z,738,"Lec 34 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008",2023-06-02 16:39:52.363448
LECTURE 35,35.0,35,e2CGPcPNldA,2010-11-17T18:38:32Z,534,"Lec 35 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008",2023-06-02 16:39:52.363448
LECTURE 36,36.0,35,AUBkR1-8fLY,2010-11-17T18:56:37Z,1019,"Lec 36 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008",2023-06-02 16:39:52.363448
LECTURE 37,37.0,35,fzU7FpMSD30,2010-11-17T18:39:49Z,1170,"Lec 37 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008",2023-06-02 16:39:52.363448
LECTURE 38,38.0,35,PjpLw1iqr4E,2010-11-17T18:45:03Z,1614,"Lec 38 | MIT 5.80 Small-Molecule Spectroscopy and Dynamics, Fall 2008",2023-06-02 16:39:52.363448
LECTURE 1: WHAT IS COMPUTATION?,1.0,38,nykOeWgQcHM,2019-07-31T15:15:20Z,1386048,1. What is Computation?,2023-06-02 16:39:52.363448
LECTURE 2: BRANCHING AND ITERATION,2.0,38,0jljZRnHwOI,2017-02-15T14:25:50Z,467433,2. Branching and Iteration,2023-06-02 16:39:52.363448
"LECTURE 3: STRING MANIPULATION, GUESS AND CHECK, APPROXIMATIONS, BISECTION",3.0,38,SE4P7IVCunE,2017-02-15T14:25:51Z,312936,"3. String Manipulation, Guess and Check, Approximations, Bisection",2023-06-02 16:39:52.363448
"LECTURE 4: DECOMPOSITION, ABSTRACTION, AND FUNCTIONS",4.0,38,MjbuarJ7SE0,2017-02-15T14:25:50Z,194469,"4. Decomposition, Abstraction, and Functions",2023-06-02 16:39:52.363448
"LECTURE 5: TUPLES, LISTS, ALIASING, MUTABILITY, AND CLONING",5.0,38,RvRKT-jXvko,2017-02-15T14:25:55Z,192810,"5. Tuples, Lists, Aliasing, Mutability, and Cloning",2023-06-02 16:39:52.363448
LECTURE 6: RECURSION AND DICTIONARIES,6.0,38,WPSeyjX1-4s,2017-02-15T14:26:26Z,329986,6. Recursion and Dictionaries,2023-06-02 16:39:52.363448
"LECTURE 7: TESTING, DEBUGGING, EXCEPTIONS, AND ASSERTIONS",7.0,38,9H6muyZjms0,2017-02-15T14:25:48Z,155394,"7. Testing, Debugging, Exceptions, and Assertions",2023-06-02 16:39:52.363448
LECTURE 8: OBJECT ORIENTED PROGRAMMING,8.0,38,-DP1i2ZU9gk,2017-02-15T14:25:51Z,533949,8. Object Oriented Programming,2023-06-02 16:39:52.363448
LECTURE 9: PYTHON CLASSES AND INHERITANCE,9.0,38,FlGjISF3l78,2017-02-15T14:26:02Z,180900,9. Python Classes and Inheritance,2023-06-02 16:39:52.363448
"LECTURE 10: UNDERSTANDING PROGRAM EFFICIENCY, PART 1",10.0,38,o9nW0uBqvEo,2017-02-15T14:25:52Z,206697,"10. Understanding Program Efficiency, Part 1",2023-06-02 16:39:52.363448
"LECTURE 11: UNDERSTANDING PROGRAM EFFICIENCY, PART 2",11.0,38,7lQXYl_L28w,2017-02-15T14:26:27Z,100901,"11. Understanding Program Efficiency, Part 2",2023-06-02 16:39:52.363448
LECTURE 12: SEARCHING AND SORTING,12.0,38,6LOwPhPDwVc,2017-02-15T14:25:52Z,152918,12. Searching and Sorting,2023-06-02 16:39:52.363448
LECTURE 1: INTRODUCTION AND OPTIMIZATION PROBLEMS,1.0,39,C1lhuz6pZC0,2017-05-19T15:55:26Z,472637,"1. Introduction, Optimization Problems (MIT 6.0002 Intro to Computational Thinking and Data Science)",2023-06-02 16:39:52.363448
LECTURE 2: OPTIMIZATION PROBLEMS,2.0,39,uK5yvoXnkSk,2017-05-19T14:22:39Z,199190,2. Optimization Problems,2023-06-02 16:39:52.363448
LECTURE 3: GRAPH-THEORETIC MODELS,3.0,39,V_TulH374hw,2017-05-19T14:22:40Z,111807,3. Graph-theoretic Models,2023-06-02 16:39:52.363448
LECTURE 4: STOCHASTIC THINKING,4.0,39,-1BnXEwHUok,2017-05-19T14:22:39Z,162078,4. Stochastic Thinking,2023-06-02 16:39:52.363448
LECTURE 5: RANDOM WALKS,5.0,39,6wUD_gp5WeE,2017-05-19T14:22:41Z,156586,5. Random Walks,2023-06-02 16:39:52.363448
LECTURE 6: MONTE CARLO SIMULATION,6.0,39,OgO1gpXSUzU,2017-05-19T14:22:39Z,1867585,6. Monte Carlo Simulation,2023-06-02 16:39:52.363448
LECTURE 7: CONFIDENCE INTERVALS,7.0,39,rUxP7TM8-wo,2017-05-19T14:22:40Z,148027,7. Confidence Intervals,2023-06-02 16:39:52.363448
LECTURE 8: SAMPLING AND STANDARD ERROR,8.0,39,soZv_KKax3E,2017-05-19T14:22:38Z,67051,8. Sampling and Standard Error,2023-06-02 16:39:52.363448
LECTURE 9: UNDERSTANDING EXPERIMENTAL DATA,9.0,39,vIFKGFl1Cn8,2017-05-19T14:22:38Z,53318,9. Understanding Experimental Data,2023-06-02 16:39:52.363448
LECTURE 10: UNDERSTANDING EXPERIMENTAL DATA (CONT.),10.0,39,fQvg-hh9dUw,2017-05-19T14:22:41Z,35774,10. Understanding Experimental Data (cont.),2023-06-02 16:39:52.363448
LECTURE 11: INTRODUCTION TO MACHINE LEARNING,11.0,39,h0e2HAPTGF4,2017-05-19T14:22:40Z,1522207,11. Introduction to Machine Learning,2023-06-02 16:39:52.363448
LECTURE 12: CLUSTERING,12.0,39,esmzYhuFnds,2017-05-19T14:22:41Z,259687,12. Clustering,2023-06-02 16:39:52.363448
LECTURE 13: CLASSIFICATION,13.0,39,eg8DJYwdMyg,2017-05-19T14:22:40Z,119243,13. Classification,2023-06-02 16:39:52.363448
LECTURE 14: CLASSIFICATION AND STATISTICAL SINS,14.0,39,K2SC-WPdT6k,2017-05-19T14:22:39Z,48730,14. Classification and Statistical Sins,2023-06-02 16:39:52.363448
LECTURE 15: STATISTICAL SINS AND WRAP UP,15.0,39,iOZVbILaIZc,2017-05-19T14:22:38Z,33136,15. Statistical Sins and Wrap Up,2023-06-02 16:39:52.363448
1A: OVERVIEW AND INTRODUCTION TO LISP,1.0,40,-J_xL4IGhJA,2019-08-22T22:17:39Z,195142,Lecture 1A: Overview and Introduction to Lisp,2023-06-02 16:39:52.363448
1B: PROCEDURES AND PROCESSES; SUBSTITUTION MODEL,2.0,40,V_7mmwpgJHU,2019-08-22T22:17:21Z,46343,Lecture 1B: Procedures and Processes; Substitution Model,2023-06-02 16:39:52.363448
2A: HIGHER-ORDER PROCEDURES,3.0,40,eJeMOEiHv8c,2019-08-22T22:17:21Z,31254,Lecture 2A: Higher-order Procedures,2023-06-02 16:39:52.363448
2B: COMPOUND DATA,4.0,40,DrFkf-T-6Co,2019-08-22T22:17:22Z,23310,Lecture 2B: Compound Data,2023-06-02 16:39:52.363448
3A: HENDERSON ESCHER EXAMPLE,5.0,40,PEwZL3H2oKg,2019-08-22T22:17:22Z,19519,Lecture 3A: Henderson Escher Example,2023-06-02 16:39:52.363448
3B: SYMBOLIC DIFFERENTIATION; QUOTATION,6.0,40,bV87UzKMRtE,2019-08-22T22:17:21Z,12813,Lecture 3B: Symbolic Differentiation; Quotation,2023-06-02 16:39:52.363448
4A: PATTERN MATCHING AND RULE-BASED SUBSTITUTION,7.0,40,_fXQ1SwKjDg,2019-08-22T22:17:22Z,13861,Lecture 4A: Pattern Matching and Rule-based Substitution,2023-06-02 16:39:52.363448
4B: GENERIC OPERATORS,8.0,40,OscT4N2qq7o,2019-08-22T22:17:21Z,9943,Lecture 4B: Generic Operators,2023-06-02 16:39:52.363448
"5A: ASSIGNMENT, STATE, AND SIDE-EFFECTS",9.0,40,dO1aqPBJCPg,2019-08-22T22:17:21Z,10489,"Lecture 5A: Assignment, State, and Side-effects",2023-06-02 16:39:52.363448
5B: COMPUTATIONAL OBJECTS,10.0,40,yedzRWhi-9E,2019-08-22T22:17:21Z,9097,Lecture 5B: Computational Objects,2023-06-02 16:39:52.363448
"6A: STREAMS, PART 1",11.0,40,JkGKLILLy0I,2019-08-22T22:17:21Z,10488,"Lecture 6A: Streams, Part 1",2023-06-02 16:39:52.363448
"6B: STREAMS, PART 2",12.0,40,qp05AtXbOP0,2019-08-22T22:17:22Z,5904,"Lecture 6B: Streams, Part 2",2023-06-02 16:39:52.363448
"7A: METACIRCULAR EVALUATOR, PART 1",13.0,40,aAlR3cezPJg,2019-08-22T22:17:21Z,19365,"Lecture 7A: Metacircular Evaluator, Part 1",2023-06-02 16:39:52.363448
"7B: METACIRCULAR EVALUATOR, PART 2",14.0,40,QVEOq5k6Xi0,2019-08-22T22:17:22Z,6022,"Lecture 7B: Metacircular Evaluator, Part 2",2023-06-02 16:39:52.363448
"8A: LOGIC PROGRAMMING, PART 1",15.0,40,rCqMiPk1BJE,2019-08-22T22:17:22Z,25306,"Lecture 8A: Logic Programming, Part 1",2023-06-02 16:39:52.363448
"8B: LOGIC PROGRAMMING, PART 2",16.0,40,GReBwkGFZcs,2019-08-22T22:17:21Z,6119,"Lecture 8B: Logic Programming, Part 2",2023-06-02 16:39:52.363448
9A: REGISTER MACHINES,17.0,40,cIc8ZBMcqAc,2019-08-22T22:17:22Z,8540,Lecture 9A: Register Machines,2023-06-02 16:39:52.363448
9B: EXPLICIT-CONTROL EVALUATOR,18.0,40,Z8-qWEEwTCk,2019-08-22T22:17:21Z,4165,Lecture 9B: Explicit-control Evaluator,2023-06-02 16:39:52.363448
10A: COMPILATION,19.0,40,TqO6V3qR9Ws,2019-08-22T22:17:21Z,4496,Lecture 10A: Compilation,2023-06-02 16:39:52.363448
10B: STORAGE ALLOCATION AND GARBAGE COLLECTION,20.0,40,AbK4bZhUk48,2019-08-22T22:17:21Z,5900,Lecture 10B: Storage Allocation and Garbage Collection,2023-06-02 16:39:52.363448
LECTURE 1: INTRODUCTION AND LUMPED ABSTRACTION,1.0,41,AfQxyVuLeCs,2008-01-16T21:07:38Z,1006208,"Lec 1 | MIT 6.002 Circuits and Electronics, Spring 2007",2023-06-02 16:39:52.363448
LECTURE 2: BASIC CIRCUIT ANALYSIS METHOD,2.0,41,2vHGYdepKLw,2008-01-16T21:01:57Z,380163,"Lec 2 | MIT 6.002 Circuits and Electronics, Spring 2007",2023-06-02 16:39:52.363448
"LECTURE 3: SUPERPOSITION, THÉVENIN AND NORTON",3.0,41,RsJ1eg7XNVs,2008-01-16T21:03:23Z,232493,"Lec 3 | MIT 6.002 Circuits and Electronics, Spring 2007",2023-06-02 16:39:52.363448
LECTURE 4: THE DIGITAL ABSTRACTION,4.0,41,4TCnYYpZxEc,2008-01-16T21:04:04Z,192684,"Lec 4 | MIT 6.002 Circuits and Electronics, Spring 2007",2023-06-02 16:39:52.363448
LECTURE 5: INSIDE THE DIGITAL GATE,5.0,41,v6vqWasIHaw,2008-01-16T21:43:10Z,136853,"Lec 5 | MIT 6.002 Circuits and Electronics, Spring 2007",2023-06-02 16:39:52.363448
LECTURE 6: NONLINEAR ANALYSIS,6.0,41,OGtElTMJidE,2008-01-16T21:26:07Z,109514,"Lec 6 | MIT 6.002 Circuits and Electronics, Spring 2007",2023-06-02 16:39:52.363448
LECTURE 7: INCREMENTAL ANALYSIS,7.0,41,JqvKtMNz3RQ,2008-01-16T21:05:03Z,89724,"Lec 7 | MIT 6.002 Circuits and Electronics, Spring 2007",2023-06-02 16:39:52.363448
LECTURE 8: DEPENDENT SOURCES AND AMPLIFIERS,8.0,41,bEJ0-8pANA4,2008-01-16T21:00:40Z,102609,"Lec 8 | MIT 6.002 Circuits and Electronics, Spring 2007",2023-06-02 16:39:52.363448
LECTURE 9: MOSFET AMPLIFIER LARGE SIGNAL ANALYSIS (PART 1),9.0,41,Nijya-QJ45Y,2008-01-16T21:05:03Z,107170,"Lec 9 | MIT 6.002 Circuits and Electronics, Spring 2007",2023-06-02 16:39:52.363448
LECTURE 9: MOSFET AMPLIFIER LARGE SIGNAL ANALYSIS (PART 2),10.0,41,jURSAKBlIZA,2008-01-16T20:56:12Z,60423,"Lec 9B | MIT 6.002 Circuits and Electronics, Spring 2007",2023-06-02 16:39:52.363448
LECTURE 10: AMPLIFIERS - SMALL SIGNAL MODEL,11.0,41,9RqFFlZgf60,2010-09-08T20:16:59Z,87803,"Lec 10 | MIT 6.002 Circuits and Electronics, Spring 2007",2023-06-02 16:39:52.363448
LECTURE 11: SMALL SIGNAL CIRCUITS,12.0,41,R4KxlqsuZ0A,2008-01-16T20:57:52Z,56643,"Lec 11 | MIT 6.002 Circuits and Electronics, Spring 2007",2023-06-02 16:39:52.363448
LECTURE 12: CAPACITORS AND FIRST-ORDER SYSTEMS,13.0,41,COdQmA9g9S8,2008-01-16T20:58:42Z,59605,"Lec 12 | MIT 6.002 Circuits and Electronics, Spring 2007",2023-06-02 16:39:52.363448
LECTURE 13: DIGITAL CIRCUIT SPEED,14.0,41,TXJIhDHtHSI,2008-01-16T21:03:24Z,61480,"Lec 13 | MIT 6.002 Circuits and Electronics, Spring 2007",2023-06-02 16:39:52.363448
LECTURE 14: STATE AND MEMORY,15.0,41,bX8i2yECWaU,2008-01-16T20:55:12Z,54867,"Lec 14 | MIT 6.002 Circuits and Electronics, Spring 2007",2023-06-02 16:39:52.363448
LECTURE 15: SECOND-ORDER SYSTEMS (PART 1),16.0,41,ypX20WnHNQw,2008-01-16T21:06:49Z,54902,"Lec 15 | MIT 6.002 Circuits and Electronics, Spring 2007",2023-06-02 16:39:52.363448
LECTURE 15: SECOND-ORDER SYSTEMS (PART 2),17.0,41,-gRXU-O1FY4,2008-01-16T20:52:53Z,40047,"Lec 15b | MIT 6.002 Circuits and Electronics, Spring 2007",2023-06-02 16:39:52.363448
LECTURE 16: SINUSOIDAL STEADY STATE,18.0,41,3GdMaDzIUeQ,2008-01-16T21:01:11Z,44477,"Lec 16 | MIT 6.002 Circuits and Electronics, Spring 2007",2023-06-02 16:39:52.363448
LECTURE 17: THE IMPEDANCE MODEL,19.0,41,Km9YIdkc2Oo,2008-01-16T21:11:18Z,46518,"Lec 17 | MIT 6.002 Circuits and Electronics, Spring 2007",2023-06-02 16:39:52.363448
LECTURE 18: FILTERS,20.0,41,WT-qzgaKeGI,2008-01-16T21:00:22Z,79491,"Lec 18 | MIT 6.002 Circuits and Electronics, Spring 2007",2023-06-02 16:39:52.363448
